,text,title,author
22,time to time trembled and gathered together and broke out into the great joyous clanging of the,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
23,bells.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
24,Joyous! How is one to tell about joy? How describe the citizens of Omelas?,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
25,"They were not simple folk, you see, though they were happy. But we do not say the words of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
26,cheer much any more. All smiles have become archaic. Given a description such as this one,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
27,tends to make certain assumptions. Given a description such as this one tends to look next for,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
28,"the King, mounted on a splendid stallion and surrounded by his noble knights, or perhaps in a",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
29,"golden litter borne by great-muscled slaves. But there was no king. They did not use swords, or",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
30,"keep slaves. They were not barbarians. I do not know the rules and laws of their society, but I",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
31,"suspect that they were singularly few. As they did without monarchy and slavery, so they also",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
32,"got on without the stock exchange, the advertisement, the secret police, and the bomb. Yet I",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
33,"repeat that these were not simple folk, not dulcet shepherds, noble savages, bland utopians.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
34,"They were not less complex than us. The trouble is that we have a bad habit, encouraged by",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
35,"pedants and sophisticates, of considering happiness as something rather stupid. Only pain is",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
36,"intellectual, only evil interesting. This is the treason of the artist: a refusal to admit the banality of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
37,"evil and the terrible boredom of pain. If you cant lick òem, join òem. If it hurts, repeat it. But to",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
38,"praise despair is to condemn delight, to embrace violence is to lose hold of everything else. We",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
39,"have almost lost hold; we can no longer describe a happy man, nor make any celebration of joy.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
40,How can I tell you about the people of Omelas? They were not naive and happy childrenî,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
41,"though their children were, in fact, happy. They were mature, intelligent, passionate adults",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
42,whose lives were not wretched. O miracle! but I wish I could describe it better. I wish I could,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
43,"convince you. Omelas sounds in my words like a city in a fairy tale, long ago and far away, once",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
44,"upon a time. Perhaps it would be best if you imagined it as your own fancy bids, assuming it will",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
45,"rise to the occasion, for certainly I cannot suit you all. For instance, how about technology? I",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
46,think that there would be no cars or helicopters in and above the streets; this follows from the,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
47,fact that the people of Omelas are happy people. Happiness is based on a just discrimination of,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
48,"what is necessary, what is neither necessary nor destructive, and what is destructive. In the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
49,"middle category, howeverîthat of the unnecessary but undestructive, that of comfort, luxury,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
50,"exuberance, etc.îthey could perfectly well have central heating, subway trains, washing",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
51,"machines, and all kinds of marvelous devices not yet invented here, floating light-sources,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
52,"fuelless power, a cure for the common cold. Or they could have none of that; it doesnt matter.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
53,As you like it. I incline to think that people from towns up and down the coast have been coming,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
54,in to Omelas during the last days before the Festival on very fast little trains and double-decked,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
55,"trams, and that the train station of Omelas is actually the handsomest building in town, though",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
56,"plainer than the magnificent Farmers Market. But even granted trains, I fear that Omelas so far",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
57,"strikes some of you as goody-goody. Smiles, bells, parades, horses, bleh. If so, please add an",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
58,"orgy. If an orgy would help, dont hesitate. Let us not, however, have temples from which issue",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
59,beautiful nude priests and priestesses already half in ecstasy and ready to copulate with any,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
60,"man or woman, lover or stranger, who desires union with the deep godhead of the blood,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
61,although that was my first idea. But really it would be better not to have any temples in,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
62,"Omelasîat least, not manned temples. Religion yes, clergy no. Surely the beautiful nudes can",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
63,"just wander about, offering themselves like divine souffles to the hunger of the needy and the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
64,rapture of the flesh. Let them join the processions. Let tambourines be struck above the,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
65,"copulations, and the glory of desire be proclaimed upon the gongs, and (a not unimportant",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
66,point) let the offspring of these delightful rituals be beloved and looked after by all. One thing I,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
67,know there is none of in Omelas is guilt. But what else should there be? I thought at first there,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
68,"were not drugs, but that is puritanical. For those who like it, the faint insistent sweetness of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
69,"drooz may perfume the ways of the city, drooz which first brings a great lightness and brilliance",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
70,"to the mind and limbs, and then after some hours a dreamy languor, and wonderful visions at",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
71,"last of the very arcana and inmost secrets of the Universe, as well as exciting the pleasure of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
72,sex beyond belief; and it is not habit-forming. For more modest tastes I think there ought to be,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
73,"beer. What else, what else belongs in the joyous city? The sense of victory, surely, the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
74,"celebration of courage. But as we did without clergy, let us do without soldiers. The joy built",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
75,upon successful slaughter is not the right kind of joy; it will not do; it is fearful and it is trivial. A,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
76,"boundless and generous contentment, a magnanimous triumph felt not against some outer",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
77,enemy but in communion with the finest and fairest in the souls of all men everywhere and the,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
78,"splendor of the worlds summer: this is what swells the hearts of the people of Omelas, and the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
79,victory they celebrate is that of life. I really dont think many of them need to take drooz.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
80,Most of the procession have reached the Green Fields by now. A marvelous smell of cooking,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
81,goes forth from the red and blue tents of the provisioners. The faces of small children are,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
82,amiably sticky; in the benign grey beard of a man a couple of crumbs of rich pastry are,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
83,entangled. The youths and girls have mounted their horses and are beginning to group around,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
84,"the starting line of the course. An old women, small, fat, and laughing, is passing out flowers",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
85,"from a basket, and tall young men wear her flowers in their shining hair. A child of nine or ten",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
86,"sits at the edge of the crowd, alone, playing on a wooden flute. People pause to listen, and they",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
87,"smile, but they do not speak to him, for he never ceases playing and never sees them, his dark",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
88,"eyes wholly rapt in the sweet, thin magic of the tune.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
89,"He finishes, and slowly lowers his hands holding the wooden flute.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
90,"As if that little private silence were the signal, all at once a trumpet sounds from the pavilion",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
91,"near the starting line: imperious, melancholy, piercing. The horses rear on their slender legs,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
92,"and some of them neigh in answer. Sober-faced, the young riders stroke the horses necks and",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
93,"soothe them, whispering, úQuiet, quiet, there my beauty, my hope....ù They begin to form in rank",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
94,along the starting line. The crowds along the racecourse are like a field of grass and flowers in,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
95,the wind. The Festival of Summer has begun.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
96,"Do you believe? Do you accept the festival, the city, the joy? No? Then let me describe one",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
97,more thing.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
98,"In a basement under one of the beautiful public buildings of Omelas, or perhaps in the cellar of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
99,"one of its spacious private homes, there is a room. It has one locked door, and no window. A",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
100,"little light seeps in dustily between cracks in the boards, secondhand from a cobwebbed window",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
101,"somewhere across the cellar. In one corner of the little room a couple of mops, with stiff, clotted,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
102,"foul-smelling heads stand near a rusty bucket. The floor is dirt, a little damp to the touch, as",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
103,cellar dirt usually is. The room is about three paces long and two wide: a mere broom closet or,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
104,"disused tool room. In the room a child is sitting. It could be a boy or a girl. It looks about six, but",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
105,"actually is nearly ten. It is feeble-minded. Perhaps it was born defective, or perhaps it has",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
106,"become imbecile through fear, malnutrition, and neglect. It picks its nose and occasionally",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
107,"fumbles vaguely with its toes or genitals, as it sits hunched in the corner farthest from the bucket",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
108,"and the two mops. It is afraid of the mops. It finds them horrible. It shuts its eyes, but it knows",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
109,the mops are still standing there; and the door is locked; and nobody will come. The door is,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
110,"always locked; and nobody ever comes, except that sometimesîthe child has no",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
111,"understanding of time or intervalîsometimes the door rattles terribly and opens, and a person,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
112,"or several people, are there. One of them may come in and kick the child to make it stand up.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
113,"The others never come close, but peer in at it with frightened, disgusted eyes. The food bowl",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
114,"and the water jug are hastily filled, the door is locked, the eyes disappear. The people at the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
115,"door never say anything, but the child, who has not always lived in the tool room, and can",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
116,"remember sunlight and its mothers voice, sometimes speaks. úI will be good,ù it says. úPlease",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
117,"let me out. I will be good!ù They never answer. The child used to scream for help at night, and",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
118,"cry a good deal, but now it only makes a kind of whining, úeh-haa, eh-haa,ù and it speaks less",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
119,and less often. It is so thin there are no calves to its legs; its belly protrudes; ,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
120,it lives on a halfbowl of corn meal and grease a day. It is naked. ,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
121,"Its buttocks and thighs are a mass of festered sores, as it sits in its own excrement continually.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
122,"They all know it is there, all the people of Omelas. Some of them have come to see it, others",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
123,are content merely to know it is there. They all know that it has to be there. Some of them,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
124,"understand why, and some do not, but they all understand that their happiness, the beauty of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
125,"their city, the tenderness of their friendships, the health of their children, the wisdom of their",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
126,"scholars, the skill of their makers, even the abundance of their harvest and the kindly weathers",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
127,"of their skies, depend wholly on this childs abominable misery.",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
128,"This is usually explained to children when they are between eight and twelve, whenever they",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
129,seem capable of understanding; and most of those who come to see the child are young,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
130,"people, though often enough an adult comes, or comes back, to see the child. No matter how",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
131,"well the matter has been explained to them, these young spectators are always shocked and",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
132,"sickened at the sight. They feel disgust, which they had thought themselves superior to. They",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
133,"feel anger, outrage, impotence, despite all the explanations. They would like to do something for",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
134,the child. But there is nothing they can do. If the child were brought up into the sunlight out of,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
135,"that vile place, if it were cleaned and fed and comforted, that would be a good thing indeed; but",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
136,"if it were done, in that day and hour all the prosperity and beauty and delight of Omelas would",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
137,wither and be destroyed. Those are the terms. To exchange all the goodness and grace of,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
138,"every life in Omelas for that single, small improvement: to throw away the happiness of",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
139,thousands for the chance of the happiness of one: that would be to let guilt within the walls,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
140,indeed.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
141,The terms are strict and absolute; there may not even be a kind word spoken to the child.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
142,"Often the young people go home in tears, or in a tearless rage, when they have seen the child",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
143,and faced this terrible paradox. They may brood over it for weeks or years. But as time goes on,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
144,"they begin to realize that even if the child could be released, it would not get much good of its",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
145,"freedom: a little vague pleasure of warmth and food, no doubt, but little more. It is too degraded",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
146,and imbecile to know any real joy. It has been afraid too long ever to be free of fear. Its habits,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
147,"are too uncouth for it to respond to humane treatment. Indeed, after so long it would probably be",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
148,"wretched without walls about it to protect it, and darkness for its eyes, and its own excrement to",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
149,sit in. Their tears at the bitter injustice dry when they begin to perceive the terrible justice of,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
150,"reality, and to accept it. Yet it is their tears and anger, the trying of their generosity and the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
151,"acceptance of their helplessness, which are perhaps the true source of the splendor of their",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
152,"lives. Theirs is no vapid, irresponsible happiness. They know that they, like the child, are not",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
153,"free. They know compassion. It is the existence of the child, and their knowledge of its",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
154,"existence, that makes possible the nobility of their architecture, the poignancy of their music, the",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
155,profundity of their science. It is because of the child that they are so gentle with children. They,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
156,"know that if the wretched one were not there sniveling in the dark, the other one, the fluteplayer, ",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
157,could make no joyful music as the young riders line up in their beauty for the race in the,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
158,sunlight of the first morning of summer.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
159,"Now do you believe in them? Are they not more credible? But there is one more thing to tell,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
160,and this is quite incredible.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
161,At times one of the adolescent girls or boys who go to see the child does not go home to weep,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
162,"or rage, does not, in fact, go home at all. Sometimes also a man or woman much older falls",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
163,"silent for a day or two, and then leaves home. These people go out into the street, and walk",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
164,"down the street alone. They keep walking, and walk straight out of the city of Omelas, through",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
165,"the beautiful gates. They keep walking across the farmlands of Omelas. Each one goes alone,",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
166,"youth or girl, man or woman. Night falls; the traveler must pass down village streets, between",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
167,"the houses with yellow-lit windows, and on out into the darkness of the fields. Each alone, they",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
168,"go west or north, towards the mountains. They go on. They leave Omelas, they walk ahead into",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
169,"the darkness, and they do not come back. The place they go towards is a place even less",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
170,imaginable to most of us than the city of happiness. I cannot describe it at all. It is possible that,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
171,"it does not exist. But they seem to know where they are going, the ones who walk away from",The Ones Who Walk Away From Omelas,Ursula K. Le Guin
172,Omelas.,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
173,,The Ones Who Walk Away From Omelas,Ursula K. Le Guin
3581,Page No - 1,Sultanaís Dream,Rokheya Shekhawat Hossein
3582,Sultanas Dream,Sultanaís Dream,Rokheya Shekhawat Hossein
3583,By Rokheya Shekhawat Hossein,Sultanaís Dream,Rokheya Shekhawat Hossein
3584,Free Download Bangla Books from wwww.freebanglabooks.com,Sultanaís Dream,Rokheya Shekhawat Hossein
3585,Sultanas Dream,Sultanaís Dream,Rokheya Shekhawat Hossein
3586,Page No - 2,Sultanaís Dream,Rokheya Shekhawat Hossein
3587,"Sultanas Dream
by Rokheya Shekhawat Hossein (1880 - 1932)

Sultanas Dream was originally published in The Indian Ladies
Magazine, Madras, 1905, in English. This edition is transcribed from
Sultanas dream; and Padmarag: two feminist utopias by Rokeya",Sultanaís Dream,Rokheya Shekhawat Hossein
3588,Sakhawat Hossain; translated with an introduction by Barnita Bagchi.,Sultanaís Dream,Rokheya Shekhawat Hossein
3589,"New Delhi (India) : Penguin, 2005.",Sultanaís Dream,Rokheya Shekhawat Hossein
3590,Sultanas Dream,Sultanaís Dream,Rokheya Shekhawat Hossein
3591,Page No - 3,Sultanaís Dream,Rokheya Shekhawat Hossein
3592,"Sultanas Dream

One evening I was lounging in an easy chair in my bedroom and thinking lazily of
the condition of Indian womanhood. I am not sure whether I dozed off or not. But,
as far as I remember, I was wide awake. I saw the moonlit sky sparkling with
thousands of diamond-like stars, very distinctly.
All on a sudden a lady stood before me; how she came in, I do not know. I took
her for my friend, Sister Sara.
Good morning, said Sister Sara. I smiled inwardly as I knew it was not morning,
but starry night. However, I replied to her, saying, How do you do?
I am all right, thank you. Will you please come out and have a look at our",Sultanaís Dream,Rokheya Shekhawat Hossein
3593,"garden?
I looked again at the moon through the open window, and thought there was no
harm in going out at that time. The men-servants outside were fast asleep just then,
and I could have a pleasant walk with Sister Sara.
I used to have my walks with Sister Sara, when we were at Darjeeling. Many a
time did we walk hand in hand and talk light-heartedly in the botanical gardens
there. I fancied, Sister Sara had probably come to take me to some such garden
and I readily accepted her offer and went out with her.
When walking I found to my surprise that it was a fine morning. The town was
fully awake and the streets alive with bustling crowds. I was feeling very shy,
thinking I was walking in the street in broad daylight, but there was not a single
man visible.
Some of the passers-by made jokes at me. Though I could not understand their
language, yet I felt sure they were joking. I asked my friend, What do they say?
The women say that you look very mannish.
Mannish? said I, What do they mean by that?
They mean that you are shy and timid like men.



Sultanas Dream

Page No - 4

Shy and timid like men? It was really a joke. I became very nervous, when I
found that my companion was not Sister Sara, but a stranger. Oh, what a fool had I
been to mistake this lady for my dear old friend, Sister Sara.
She felt my fingers tremble in her hand, as we were walking hand in hand.
What is the matter, dear? she said affectionately. I feel somewhat awkward, I
said in a rather apologizing tone, as being a purdahnishin woman I am not",Sultanaís Dream,Rokheya Shekhawat Hossein
3594,"accustomed to walking about unveiled.
You need not be afraid of coming across a man here. This is Ladyland, free from",Sultanaís Dream,Rokheya Shekhawat Hossein
3595,"sin and harm. Virtue herself reigns here.
By and by I was enjoying the scenery. Really it was very grand. I mistook a patch
of green grass for a velvet cushion. Feeling as if I were walking on a soft carpet, I
looked down and found the path covered with moss and flowers.
How nice it is, said I.
Do you like it? asked Sister Sara. (I continued calling her Sister Sara, and she
kept calling me by my name).
Yes, very much; but I do not like to tread on the tender and sweet flowers.
Never mind, dear Sultana; your treading will not harm them; they are street",Sultanaís Dream,Rokheya Shekhawat Hossein
3596,"flowers.
The whole place looks like a garden, said I admiringly. You have arranged every",Sultanaís Dream,Rokheya Shekhawat Hossein
3597,"plant so skillfully.
Your Calcutta could become a nicer garden than this if only your countrymen",Sultanaís Dream,Rokheya Shekhawat Hossein
3598,"wanted to make it so.
They would think it useless to give so much attention to horticulture, while they",Sultanaís Dream,Rokheya Shekhawat Hossein
3599,"have so many other things to do.
They could not find a better excuse, said she with smile.
I became very curious to know where the men were. I met more than a hundred
women while walking there, but not a single man.
Where are the men? I asked her.
In their proper places, where they ought to be.

Sultanas Dream

Page No - 5

Pray let me know what you mean by their proper places.
O, I see my mistake, you cannot know our customs, as you were never here",Sultanaís Dream,Rokheya Shekhawat Hossein
3600,"before. We shut our men indoors.
Just as we are kept in the zenana?
Exactly so.
How funny, I burst into a laugh. Sister Sara laughed too.
But dear Sultana, how unfair it is to shut in the harmless women and let loose the",Sultanaís Dream,Rokheya Shekhawat Hossein
3601,"men.
Why? It is not safe for us to come out of the zenana, as we are naturally weak.
Yes, it is not safe so long as there are men about the streets, nor is it so when a",Sultanaís Dream,Rokheya Shekhawat Hossein
3602,"wild animal enters a marketplace.
Of course not.
Suppose, some lunatics escape from the asylum and begin to do all sorts of",Sultanaís Dream,Rokheya Shekhawat Hossein
3603,"mischief to men, horses and other creatures; in that case what will your",Sultanaís Dream,Rokheya Shekhawat Hossein
3604,"countrymen do?
They will try to capture them and put them back into their asylum.
Thank you! And you do not think it wise to keep sane people inside an asylum",Sultanaís Dream,Rokheya Shekhawat Hossein
3605,"and let loose the insane?
Of course not! said I laughing lightly.
As a matter of fact, in your country this very thing is done! Men, who do or at",Sultanaís Dream,Rokheya Shekhawat Hossein
3606,"least are capable of doing no end of mischief, are let loose and the innocent",Sultanaís Dream,Rokheya Shekhawat Hossein
3607,"women, shut up in the zenana! How can you trust those untrained men out of",Sultanaís Dream,Rokheya Shekhawat Hossein
3608,"doors?
We have no hand or voice in the management of our social affairs. In India man is",Sultanaís Dream,Rokheya Shekhawat Hossein
3609,"lord and master, he has taken to himself all powers and privileges and shut up the",Sultanaís Dream,Rokheya Shekhawat Hossein
3610,"women in the zenana.
Why do you allow yourselves to be shut up?
Because it cannot be helped as they are stronger than women.



Sultanas Dream

Page No - 6

A lion is stronger than a man, but it does not enable him to dominate the human",Sultanaís Dream,Rokheya Shekhawat Hossein
3611,race. You have neglected the duty you owe to yourselves and you have lost your,Sultanaís Dream,Rokheya Shekhawat Hossein
3612,"natural rights by shutting your eyes to your own interests.
But my dear Sister Sara, if we do everything by ourselves, what will the men do",Sultanaís Dream,Rokheya Shekhawat Hossein
3613,"then?
They should not do anything, excuse me; they are fit for nothing. Only catch them",Sultanaís Dream,Rokheya Shekhawat Hossein
3614,"and put them into the zenana.
But would it be very easy to catch and put them inside the four walls? said I. And",Sultanaís Dream,Rokheya Shekhawat Hossein
3615,"even if this were done, would all their business ì political and commercial ì also",Sultanaís Dream,Rokheya Shekhawat Hossein
3616,"go with them into the zenana?
Sister Sara made no reply. She only smiled sweetly. Perhaps she thought it useless
to argue with one who was no better than a frog in a well.
By this time we reached Sister Saras house. It was situated in a beautiful heartshaped garden. It was a bungalow with a corrugated iron roof. It was cooler and",Sultanaís Dream,Rokheya Shekhawat Hossein
3617,nicer than any of our rich buildings. I cannot describe how neat and how nicely,Sultanaís Dream,Rokheya Shekhawat Hossein
3618,furnished and how tastefully decorated it was.,Sultanaís Dream,Rokheya Shekhawat Hossein
