,text,title,author
55,      our bones nor our body.,Anthem,"Rand, Ayn"
56,      We were born with a curse. It has always driven us to thoughts,Anthem,"Rand, Ayn"
57,      which are forbidden. It has always given us wishes which men may,Anthem,"Rand, Ayn"
58,"      not wish. We know that we are evil, but there is no will in us",Anthem,"Rand, Ayn"
59,      and no power to resist it. This is our wonder and our secret,Anthem,"Rand, Ayn"
60,"      fear, that we know and do not resist.",Anthem,"Rand, Ayn"
61,"      We strive to be like all our brother men, for all men must be",Anthem,"Rand, Ayn"
62,"      alike. Over the portals of the Palace of the World Council, there",Anthem,"Rand, Ayn"
63,"      are words cut in the marble, which we repeat to ourselves",Anthem,"Rand, Ayn"
64,      whenever we are tempted:,Anthem,"Rand, Ayn"
65,  WE ARE ONE IN ALL AND ALL IN ONE.,Anthem,"Rand, Ayn"
66,"  THERE ARE NO MEN BUT ONLY THE GREAT _WE_,",Anthem,"Rand, Ayn"
67,"  ONE, INDIVISIBLE AND FOREVER.ù",Anthem,"Rand, Ayn"
68,"      We repeat this to ourselves, but it helps us not.",Anthem,"Rand, Ayn"
69,      These words were cut long ago. There is green mould in the,Anthem,"Rand, Ayn"
70,"      grooves of the letters and yellow streaks on the marble, which",Anthem,"Rand, Ayn"
71,      come from more years than men could count. And these words are,Anthem,"Rand, Ayn"
72,"      the truth, for they are written on the Palace of the World",Anthem,"Rand, Ayn"
73,"      Council, and the World Council is the body of all truth. Thus has",Anthem,"Rand, Ayn"
74,"      it been ever since the Great Rebirth, and farther back than that",Anthem,"Rand, Ayn"
75,      no memory can reach.,Anthem,"Rand, Ayn"
76,"      But we must never speak of the times before the Great Rebirth,",Anthem,"Rand, Ayn"
77,      else we are sentenced to three years in the Palace of Corrective,Anthem,"Rand, Ayn"
78,      Detention. It is only the Old Ones who whisper about it in the,Anthem,"Rand, Ayn"
79,"      evenings, in the Home of the Useless. They whisper many strange",Anthem,"Rand, Ayn"
80,"      things, of the towers which rose to the sky, in those",Anthem,"Rand, Ayn"
81,"      Unmentionable Times, and of the wagons which moved without",Anthem,"Rand, Ayn"
82,"      horses, and of the lights which burned without flame. But those",Anthem,"Rand, Ayn"
83,"      times were evil. And those times passed away, when men saw the",Anthem,"Rand, Ayn"
84,      Great Truth which is this: that all men are one and that there is,Anthem,"Rand, Ayn"
85,      no will save the will of all men together.,Anthem,"Rand, Ayn"
86,"      All men are good and wise. It is only we, Equality 7-2521, we",Anthem,"Rand, Ayn"
87,      alone who were born with a curse. For we are not like our,Anthem,"Rand, Ayn"
88,"      brothers. And as we look back upon our life, we see that it has",Anthem,"Rand, Ayn"
89,      ever been thus and that it has brought us step by step to our,Anthem,"Rand, Ayn"
90,"      last, supreme transgression, our crime of crimes hidden here",Anthem,"Rand, Ayn"
91,      under the ground.,Anthem,"Rand, Ayn"
92,      We remember the Home of the Infants where we lived till we were,Anthem,"Rand, Ayn"
93,"      five years old, together with all the children of the City who",Anthem,"Rand, Ayn"
94,      had been born in the same year. The sleeping halls there were,Anthem,"Rand, Ayn"
95,      white and clean and bare of all things save one hundred beds. We,Anthem,"Rand, Ayn"
96,"      were just like all our brothers then, save for the one",Anthem,"Rand, Ayn"
97,      transgression: we fought with our brothers. There are few,Anthem,"Rand, Ayn"
98,"      offenses blacker than to fight with our brothers, at any age and",Anthem,"Rand, Ayn"
99,"      for any cause whatsoever. The Council of the Home told us so, and",Anthem,"Rand, Ayn"
100,"      of all the children of that year, we were locked in the cellar",Anthem,"Rand, Ayn"
101,      most often.,Anthem,"Rand, Ayn"
102,"      When we were five years old, we were sent to the Home of the",Anthem,"Rand, Ayn"
103,"      Students, where there are ten wards, for our ten years of",Anthem,"Rand, Ayn"
104,      learning. Men must learn till they reach their fifteenth year.,Anthem,"Rand, Ayn"
105,      Then they go to work. In the Home of the Students we arose when,Anthem,"Rand, Ayn"
106,      the big bell rang in the tower and we went to our beds when it,Anthem,"Rand, Ayn"
107,"      rang again. Before we removed our garments, we stood in the great",Anthem,"Rand, Ayn"
108,"      sleeping hall, and we raised our right arms, and we said all",Anthem,"Rand, Ayn"
109,      together with the three Teachers at the head:,Anthem,"Rand, Ayn"
110,      We are nothing. Mankind is all. By the grace of our brothers are,Anthem,"Rand, Ayn"
111,"      we allowed our lives. We exist through, by and for our brothers",Anthem,"Rand, Ayn"
112,      who are the State. Amen.ù,Anthem,"Rand, Ayn"
113,      Then we slept. The sleeping halls were white and clean and bare,Anthem,"Rand, Ayn"
114,      of all things save one hundred beds.,Anthem,"Rand, Ayn"
115,"      We, Equality 7-2521, were not happy in those years in the Home of",Anthem,"Rand, Ayn"
116,      the Students. It was not that the learning was too hard for us.,Anthem,"Rand, Ayn"
117,"      It was that the learning was too easy. This is a great sin, to be",Anthem,"Rand, Ayn"
118,      born with a head which is too quick. It is not good to be,Anthem,"Rand, Ayn"
119,"      different from our brothers, but it is evil to be superior to",Anthem,"Rand, Ayn"
120,"      them. The Teachers told us so, and they frowned when they looked",Anthem,"Rand, Ayn"
121,      upon us.,Anthem,"Rand, Ayn"
122,"      So we fought against this curse. We tried to forget our lessons,",Anthem,"Rand, Ayn"
123,      but we always remembered. We tried not to understand what the,Anthem,"Rand, Ayn"
124,"      Teachers taught, but we always understood it before the Teachers",Anthem,"Rand, Ayn"
125,"      had spoken. We looked upon Union 5-3992, who were a pale boy with",Anthem,"Rand, Ayn"
126,"      only half a brain, and we tried to say and do as they did, that",Anthem,"Rand, Ayn"
127,"      we might be like them, like Union 5-3992, but somehow the",Anthem,"Rand, Ayn"
128,      Teachers knew that we were not. And we were lashed more often,Anthem,"Rand, Ayn"
129,      than all the other children.,Anthem,"Rand, Ayn"
130,"      The Teachers were just, for they had been appointed by the",Anthem,"Rand, Ayn"
131,"      Councils, and the Councils are the voice of all justice, for they",Anthem,"Rand, Ayn"
132,"      are the voice of all men. And if sometimes, in the secret",Anthem,"Rand, Ayn"
133,"      darkness of our heart, we regret that which befell us on our",Anthem,"Rand, Ayn"
134,"      fifteenth birthday, we know that it was through our own guilt. We",Anthem,"Rand, Ayn"
135,"      had broken a law, for we had not paid heed to the words of our",Anthem,"Rand, Ayn"
136,      Teachers. The Teachers had said to us all:,Anthem,"Rand, Ayn"
137,      Dare not choose in your minds the work you would like to do when,Anthem,"Rand, Ayn"
138,      you leave the Home of the Students. You shall do that which the,Anthem,"Rand, Ayn"
139,      Council of Vocations shall prescribe for you. For the Council of,Anthem,"Rand, Ayn"
140,      Vocations knows in its great wisdom where you are needed by your,Anthem,"Rand, Ayn"
141,"      brother men, better than you can know it in your unworthy little",Anthem,"Rand, Ayn"
142,"      minds. And if you are not needed by your brother man, there is no",Anthem,"Rand, Ayn"
143,      reason for you to burden the earth with your bodies.ù,Anthem,"Rand, Ayn"
144,"      We knew this well, in the years of our childhood, but our curse",Anthem,"Rand, Ayn"
145,      broke our will. We were guilty and we confess it here: we were,Anthem,"Rand, Ayn"
146,      guilty of the great Transgression of Preference. We preferred,Anthem,"Rand, Ayn"
147,      some work and some lessons to the others. We did not listen well,Anthem,"Rand, Ayn"
148,      to the history of all the Councils elected since the Great,Anthem,"Rand, Ayn"
149,      Rebirth. But we loved the Science of Things. We wished to know.,Anthem,"Rand, Ayn"
150,      We wished to know about all the things which make the earth,Anthem,"Rand, Ayn"
151,      around us. We asked so many questions that the Teachers forbade,Anthem,"Rand, Ayn"
152,      it.,Anthem,"Rand, Ayn"
153,      We think that there are mysteries in the sky and under the water,Anthem,"Rand, Ayn"
154,      and in the plants which grow. But the Council of Scholars has,Anthem,"Rand, Ayn"
155,"      said that there are no mysteries, and the Council of Scholars",Anthem,"Rand, Ayn"
156,      knows all things. And we learned much from our Teachers. We,Anthem,"Rand, Ayn"
157,      learned that the earth is flat and that the sun revolves around,Anthem,"Rand, Ayn"
158,"      it, which causes the day and the night. We learned the names of",Anthem,"Rand, Ayn"
159,      all the winds which blow over the seas and push the sails of our,Anthem,"Rand, Ayn"
160,      great ships. We learned how to bleed men to cure them of all,Anthem,"Rand, Ayn"
161,      ailments.,Anthem,"Rand, Ayn"
162,"      We loved the Science of Things. And in the darkness, in the",Anthem,"Rand, Ayn"
163,"      secret hour, when we awoke in the night and there were no",Anthem,"Rand, Ayn"
164,"      brothers around us, but only their shapes in the beds and their",Anthem,"Rand, Ayn"
165,"      snores, we closed our eyes, and we held our lips shut, and we",Anthem,"Rand, Ayn"
166,"      stopped our breath, that no shudder might let our brothers see or",Anthem,"Rand, Ayn"
167,"      hear or guess, and we thought that we wished to be sent to the",Anthem,"Rand, Ayn"
168,      Home of the Scholars when our time would come.,Anthem,"Rand, Ayn"
169,      All the great modern inventions come from the Home of the,Anthem,"Rand, Ayn"
170,"      Scholars, such as the newest one, which was found only a hundred",Anthem,"Rand, Ayn"
171,"      years ago, of how to make candles from wax and string; also, how",Anthem,"Rand, Ayn"
172,"      to make glass, which is put in our windows to protect us from the",Anthem,"Rand, Ayn"
173,"      rain. To find these things, the Scholars must study the earth and",Anthem,"Rand, Ayn"
174,"      learn from the rivers, from the sands, from the winds and the",Anthem,"Rand, Ayn"
175,"      rocks. And if we went to the Home of the Scholars, we could learn",Anthem,"Rand, Ayn"
176,"      from these also. We could ask questions of these, for they do not",Anthem,"Rand, Ayn"
177,      forbid questions.,Anthem,"Rand, Ayn"
178,      And questions give us no rest. We know not why our curse makes us,Anthem,"Rand, Ayn"
179,"      seek we know not what, ever and ever. But we cannot resist it. It",Anthem,"Rand, Ayn"
180,"      whispers to us that there are great things on this earth of ours,",Anthem,"Rand, Ayn"
181,"      and that we can know them if we try, and that we must know them.",Anthem,"Rand, Ayn"
182,"      We ask, why must we know, but it has no answer to give us. We",Anthem,"Rand, Ayn"
183,      must know that we may know.,Anthem,"Rand, Ayn"
184,      So we wished to be sent to the Home of the Scholars. We wished it,Anthem,"Rand, Ayn"
185,"      so much that our hands trembled under the blankets in the night,",Anthem,"Rand, Ayn"
186,      and we bit our arm to stop that other pain which we could not,Anthem,"Rand, Ayn"
187,      endure. It was evil and we dared not face our brothers in the,Anthem,"Rand, Ayn"
188,      morning. For men may wish nothing for themselves. And we were,Anthem,"Rand, Ayn"
189,      punished when the Council of Vocations came to give us our life,Anthem,"Rand, Ayn"
190,      Mandates which tell those who reach their fifteenth year what,Anthem,"Rand, Ayn"
191,      their work is to be for the rest of their days.,Anthem,"Rand, Ayn"
192,"      The Council of Vocations came on the first day of spring, and",Anthem,"Rand, Ayn"
193,      they sat in the great hall. And we who were fifteen and all the,Anthem,"Rand, Ayn"
194,      Teachers came into the great hall. And the Council of Vocations,Anthem,"Rand, Ayn"
195,"      sat on a high dais, and they had but two words to speak to each",Anthem,"Rand, Ayn"
196,"      of the Students. They called the Students names, and when the",Anthem,"Rand, Ayn"
197,"      Students stepped before them, one after another, the Council",Anthem,"Rand, Ayn"
198,      said: Carpenterù or Doctorù or Cookù or Leader.ù Then each,Anthem,"Rand, Ayn"
199,      Student raised their right arm and said: The will of our,Anthem,"Rand, Ayn"
200,      brothers be done.ù,Anthem,"Rand, Ayn"
201,"      Now if the Council has said Carpenterù or Cook,ù the Students",Anthem,"Rand, Ayn"
202,      so assigned go to work and they do not study any further. But if,Anthem,"Rand, Ayn"
203,"      the Council has said Leader,ù then those Students go into the",Anthem,"Rand, Ayn"
204,"      Home of the Leaders, which is the greatest house in the City, for",Anthem,"Rand, Ayn"
205,"      it has three stories. And there they study for many years, so",Anthem,"Rand, Ayn"
206,      that they may become candidates and be elected to the City,Anthem,"Rand, Ayn"
207,      Council and the State Council and the World Councilîby a free and,Anthem,"Rand, Ayn"
208,"      general vote of all men. But we wished not to be a Leader, even",Anthem,"Rand, Ayn"
209,      though it is a great honor. We wished to be a Scholar.,Anthem,"Rand, Ayn"
210,      So we awaited our turn in the great hall and then we heard the,Anthem,"Rand, Ayn"
211,      Council of Vocations call our name: Equality 7-2521.ù We walked,Anthem,"Rand, Ayn"
212,"      to the dais, and our legs did not tremble, and we looked up at",Anthem,"Rand, Ayn"
213,"      the Council. There were five members of the Council, three of the",Anthem,"Rand, Ayn"
214,      male gender and two of the female. Their hair was white and their,Anthem,"Rand, Ayn"
215,      faces were cracked as the clay of a dry river bed. They were old.,Anthem,"Rand, Ayn"
216,      They seemed older than the marble of the Temple of the World,Anthem,"Rand, Ayn"
217,      Council. They sat before us and they did not move. And we saw no,Anthem,"Rand, Ayn"
218,      breath to stir the folds of their white togas. But we knew that,Anthem,"Rand, Ayn"
219,"      they were alive, for a finger of the hand of the oldest rose,",Anthem,"Rand, Ayn"
220,"      pointed to us, and fell down again. This was the only thing which",Anthem,"Rand, Ayn"
221,"      moved, for the lips of the oldest did not move as they said:",Anthem,"Rand, Ayn"
222,      Street Sweeper.ù,Anthem,"Rand, Ayn"
223,      We felt the cords of our neck grow tight as our head rose higher,Anthem,"Rand, Ayn"
224,"      to look upon the faces of the Council, and we were happy. We knew",Anthem,"Rand, Ayn"
225,"      we had been guilty, but now we had a way to atone for it. We",Anthem,"Rand, Ayn"
226,"      would accept our Life Mandate, and we would work for our",Anthem,"Rand, Ayn"
227,"      brothers, gladly and willingly, and we would erase our sin",Anthem,"Rand, Ayn"
228,"      against them, which they did not know, but we knew. So we were",Anthem,"Rand, Ayn"
229,"      happy, and proud of ourselves and of our victory over ourselves.",Anthem,"Rand, Ayn"
230,"      We raised our right arm and we spoke, and our voice was the",Anthem,"Rand, Ayn"
231,"      clearest, the steadiest voice in the hall that day, and we said:",Anthem,"Rand, Ayn"
232,      The will of our brothers be done.ù,Anthem,"Rand, Ayn"
233,"      And we looked straight into the eyes of the Council, but their",Anthem,"Rand, Ayn"
234,      eyes were as cold blue glass buttons.,Anthem,"Rand, Ayn"
235,      So we went into the Home of the Street Sweepers. It is a grey,Anthem,"Rand, Ayn"
236,"      house on a narrow street. There is a sundial in its courtyard, by",Anthem,"Rand, Ayn"
237,      which the Council of the Home can tell the hours of the day and,Anthem,"Rand, Ayn"
238,"      when to ring the bell. When the bell rings, we all arise from our",Anthem,"Rand, Ayn"
239,      beds. The sky is green and cold in our windows to the east. The,Anthem,"Rand, Ayn"
240,      shadow on the sundial marks off a half-hour while we dress and,Anthem,"Rand, Ayn"
241,"      eat our breakfast in the dining hall, where there are five long",Anthem,"Rand, Ayn"
242,      tables with twenty clay plates and twenty clay cups on each,Anthem,"Rand, Ayn"
243,"      table. Then we go to work in the streets of the City, with our",Anthem,"Rand, Ayn"
244,"      brooms and our rakes. In five hours, when the sun is high, we",Anthem,"Rand, Ayn"
245,"      return to the Home and we eat our midday meal, for which one-half",Anthem,"Rand, Ayn"
246,"      hour is allowed. Then we go to work again. In five hours, the",Anthem,"Rand, Ayn"
247,"      shadows are blue on the pavements, and the sky is blue with a",Anthem,"Rand, Ayn"
248,      deep brightness which is not bright. We come back to have our,Anthem,"Rand, Ayn"
249,"      dinner, which lasts one hour. Then the bell rings and we walk in",Anthem,"Rand, Ayn"
250,"      a straight column to one of the City Halls, for the Social",Anthem,"Rand, Ayn"
251,      Meeting. Other columns of men arrive from the Homes of the,Anthem,"Rand, Ayn"
252,"      different Trades. The candles are lit, and the Councils of the",Anthem,"Rand, Ayn"
253,"      different Homes stand in a pulpit, and they speak to us of our",Anthem,"Rand, Ayn"
254,      duties and of our brother men. Then visiting Leaders mount the,Anthem,"Rand, Ayn"
255,      pulpit and they read to us the speeches which were made in the,Anthem,"Rand, Ayn"
256,"      City Council that day, for the City Council represents all men",Anthem,"Rand, Ayn"
257,"      and all men must know. Then we sing hymns, the Hymn of",Anthem,"Rand, Ayn"
258,"      Brotherhood, and the Hymn of Equality, and the Hymn of the",Anthem,"Rand, Ayn"
259,      Collective Spirit. The sky is a soggy purple when we return to,Anthem,"Rand, Ayn"
260,      the Home. Then the bell rings and we walk in a straight column to,Anthem,"Rand, Ayn"
261,      the City Theatre for three hours of Social Recreation. There a,Anthem,"Rand, Ayn"
262,"      play is shown upon the stage, with two great choruses from the",Anthem,"Rand, Ayn"
263,"      Home of the Actors, which speak and answer all together, in two",Anthem,"Rand, Ayn"
264,      great voices. The plays are about toil and how good it is. Then,Anthem,"Rand, Ayn"
265,      we walk back to the Home in a straight column. The sky is like a,Anthem,"Rand, Ayn"
266,"      black sieve pierced by silver drops that tremble, ready to burst",Anthem,"Rand, Ayn"
267,      through. The moths beat against the street lanterns. We go to our,Anthem,"Rand, Ayn"
268,"      beds and we sleep, till the bell rings again. The sleeping halls",Anthem,"Rand, Ayn"
269,      are white and clean and bare of all things save one hundred beds.,Anthem,"Rand, Ayn"
270,"      Thus have we lived each day of four years, until two springs ago",Anthem,"Rand, Ayn"
271,      when our crime happened. Thus must all men live until they are,Anthem,"Rand, Ayn"
272,"      forty. At forty, they are worn out. At forty, they are sent to",Anthem,"Rand, Ayn"
273,"      the Home of the Useless, where the Old Ones live. The Old Ones do",Anthem,"Rand, Ayn"
274,"      not work, for the State takes care of them. They sit in the sun",Anthem,"Rand, Ayn"
275,      in summer and they sit by the fire in winter. They do not speak,Anthem,"Rand, Ayn"
276,"      often, for they are weary. The Old Ones know that they are soon",Anthem,"Rand, Ayn"
277,"      to die. When a miracle happens and some live to be forty-five,",Anthem,"Rand, Ayn"
278,"      they are the Ancient Ones, and the children stare at them when",Anthem,"Rand, Ayn"
279,"      passing by the Home of the Useless. Such is to be our life, as",Anthem,"Rand, Ayn"
280,      that of all our brothers and of the brothers who came before us.,Anthem,"Rand, Ayn"
281,"      Such would have been our life, had we not committed our crime",Anthem,"Rand, Ayn"
282,      which changed all things for us. And it was our curse which drove,Anthem,"Rand, Ayn"
283,      us to our crime. We had been a good Street Sweeper and like all,Anthem,"Rand, Ayn"
284,"      our brother Street Sweepers, save for our cursed wish to know. We",Anthem,"Rand, Ayn"
285,"      looked too long at the stars at night, and at the trees and the",Anthem,"Rand, Ayn"
286,"      earth. And when we cleaned the yard of the Home of the Scholars,",Anthem,"Rand, Ayn"
287,"      we gathered the glass vials, the pieces of metal, the dried bones",Anthem,"Rand, Ayn"
288,      which they had discarded. We wished to keep these things and to,Anthem,"Rand, Ayn"
289,"      study them, but we had no place to hide them. So we carried them",Anthem,"Rand, Ayn"
290,      to the City Cesspool. And then we made the discovery.,Anthem,"Rand, Ayn"
291,      It was on a day of the spring before last. We Street Sweepers,Anthem,"Rand, Ayn"
292,"      work in brigades of three, and we were with Union 5-3992, they of",Anthem,"Rand, Ayn"
293,"      the half-brain, and with International 4-8818. Now Union 5-3992",Anthem,"Rand, Ayn"
294,      are a sickly lad and sometimes they are stricken with,Anthem,"Rand, Ayn"
295,"      convulsions, when their mouth froths and their eyes turn white.",Anthem,"Rand, Ayn"
296,"      But International 4-8818 are different. They are a tall, strong",Anthem,"Rand, Ayn"
297,"      youth and their eyes are like fireflies, for there is laughter in",Anthem,"Rand, Ayn"
298,      their eyes. We cannot look upon International 4-8818 and not,Anthem,"Rand, Ayn"
299,      smile in answer. For this they were not liked in the Home of the,Anthem,"Rand, Ayn"
300,"      Students, as it is not proper to smile without reason. And also",Anthem,"Rand, Ayn"
301,      they were not liked because they took pieces of coal and they,Anthem,"Rand, Ayn"
302,"      drew pictures upon the walls, and they were pictures which made",Anthem,"Rand, Ayn"
303,      men laugh. But it is only our brothers in the Home of the Artists,Anthem,"Rand, Ayn"
304,"      who are permitted to draw pictures, so International 4-8818 were",Anthem,"Rand, Ayn"
305,"      sent to the Home of the Street Sweepers, like ourselves.",Anthem,"Rand, Ayn"
306,      International 4-8818 and we are friends. This is an evil thing to,Anthem,"Rand, Ayn"
307,"      say, for it is a transgression, the great Transgression of",Anthem,"Rand, Ayn"
308,"      Preference, to love any among men better than the others, since",Anthem,"Rand, Ayn"
309,      we must love all men and all men are our friends. So,Anthem,"Rand, Ayn"
310,      International 4-8818 and we have never spoken of it. But we know.,Anthem,"Rand, Ayn"
311,"      We know, when we look into each others eyes. And when we look",Anthem,"Rand, Ayn"
312,"      thus without words, we both know other things also, strange",Anthem,"Rand, Ayn"
313,"      things for which there are no words, and these things frighten",Anthem,"Rand, Ayn"
314,      us.,Anthem,"Rand, Ayn"
315,"      So on that day of the spring before last, Union 5-3992 were",Anthem,"Rand, Ayn"
316,"      stricken with convulsions on the edge of the City, near the City",Anthem,"Rand, Ayn"
317,      Theatre. We left them to lie in the shade of the Theatre tent and,Anthem,"Rand, Ayn"
318,      we went with International 4-8818 to finish our work. We came,Anthem,"Rand, Ayn"
319,      together to the great ravine behind the Theatre. It is empty save,Anthem,"Rand, Ayn"
320,"      for trees and weeds. Beyond the ravine there is a plain, and",Anthem,"Rand, Ayn"
321,"      beyond the plain there lies the Uncharted Forest, about which men",Anthem,"Rand, Ayn"
322,      must not think.,Anthem,"Rand, Ayn"
323,      We were gathering the papers and the rags which the wind had,Anthem,"Rand, Ayn"
324,"      blown from the Theatre, when we saw an iron bar among the weeds.",Anthem,"Rand, Ayn"
325,      It was old and rusted by many rains. We pulled with all our,Anthem,"Rand, Ayn"
326,"      strength, but we could not move it. So we called International",Anthem,"Rand, Ayn"
327,"      4-8818, and together we scraped the earth around the bar. Of a",Anthem,"Rand, Ayn"
328,"      sudden the earth fell in before us, and we saw an old iron grill",Anthem,"Rand, Ayn"
329,      over a black hole.,Anthem,"Rand, Ayn"
330,      International 4-8818 stepped back. But we pulled at the grill and,Anthem,"Rand, Ayn"
331,      it gave way. And then we saw iron rings as steps leading down a,Anthem,"Rand, Ayn"
332,      shaft into a darkness without bottom.,Anthem,"Rand, Ayn"
333,"      We shall go down,ù we said to International 4-8818.",Anthem,"Rand, Ayn"
334,"      It is forbidden,ù they answered.",Anthem,"Rand, Ayn"
335,"      We said: The Council does not know of this hole, so it cannot be",Anthem,"Rand, Ayn"
336,      forbidden.ù,Anthem,"Rand, Ayn"
337,"      And they answered: Since the Council does not know of this hole,",Anthem,"Rand, Ayn"
338,      there can be no law permitting to enter it. And everything which,Anthem,"Rand, Ayn"
339,      is not permitted by law is forbidden.ù,Anthem,"Rand, Ayn"
340,"      But we said: We shall go, none the less.ù",Anthem,"Rand, Ayn"
341,"      They were frightened, but they stood by and watched us go.",Anthem,"Rand, Ayn"
342,      We hung on the iron rings with our hands and our feet. We could,Anthem,"Rand, Ayn"
343,      see nothing below us. And above us the hole open upon the sky,Anthem,"Rand, Ayn"
344,"      grew smaller and smaller, till it came to be the size of a",Anthem,"Rand, Ayn"
345,      button. But still we went down. Then our foot touched the ground.,Anthem,"Rand, Ayn"
346,"      We rubbed our eyes, for we could not see. Then our eyes became",Anthem,"Rand, Ayn"
347,"      used to the darkness, but we could not believe what we saw.",Anthem,"Rand, Ayn"
348,"      No men known to us could have built this place, nor the men known",Anthem,"Rand, Ayn"
349,"      to our brothers who lived before us, and yet it was built by men.",Anthem,"Rand, Ayn"
350,      It was a great tunnel. Its walls were hard and smooth to the,Anthem,"Rand, Ayn"
351,"      touch; it felt like stone, but it was not stone. On the ground",Anthem,"Rand, Ayn"
352,"      there were long thin tracks of iron, but it was not iron; it felt",Anthem,"Rand, Ayn"
353,"      smooth and cold as glass. We knelt, and we crawled forward, our",Anthem,"Rand, Ayn"
354,      hand groping along the iron line to see where it would lead. But,Anthem,"Rand, Ayn"
355,      there was an unbroken night ahead. Only the iron tracks glowed,Anthem,"Rand, Ayn"
356,"      through it, straight and white, calling us to follow. But we",Anthem,"Rand, Ayn"
357,"      could not follow, for we were losing the puddle of light behind",Anthem,"Rand, Ayn"
358,"      us. So we turned and we crawled back, our hand on the iron line.",Anthem,"Rand, Ayn"
359,"      And our heart beat in our fingertips, without reason. And then we",Anthem,"Rand, Ayn"
360,      knew.,Anthem,"Rand, Ayn"
361,      We knew suddenly that this place was left from the Unmentionable,Anthem,"Rand, Ayn"
362,"      Times. So it was true, and those Times had been, and all the",Anthem,"Rand, Ayn"
363,      wonders of those Times. Hundreds upon hundreds of years ago men,Anthem,"Rand, Ayn"
364,      knew secrets which we have lost. And we thought: This is a foul,Anthem,"Rand, Ayn"
365,      place. They are damned who touch the things of the Unmentionable,Anthem,"Rand, Ayn"
